NATMON_IND,Indicator,LOCATION,Country,TIME,Value
26534,"Asia: Students from Indonesia, both sexes (number)",TUR,Türkiye,2019,1218
26534,"Asia: Students from Indonesia, both sexes (number)",TUR,Türkiye,2020,1664
26534,"Asia: Students from Indonesia, both sexes (number)",TUR,Türkiye,2021,2252
26534,"Asia: Students from Indonesia, both sexes (number)",TZA,United Republic of Tanzania,2021,
26534,"Asia: Students from Indonesia, both sexes (number)",TZA,United Republic of Tanzania,2022,
26534,"Asia: Students from Indonesia, both sexes (number)",UKR,Ukraine,2017,2
26534,"Asia: Students from Indonesia, both sexes (number)",UKR,Ukraine,2018,2
26534,"Asia: Students from Indonesia, both sexes (number)",UKR,Ukraine,2019,4
26534,"Asia: Students from Indonesia, both sexes (number)",UKR,Ukraine,2020,2
26534,"Asia: Students from Indonesia, both sexes (number)",UKR,Ukraine,2021,1
26534,"Asia: Students from Indonesia, both sexes (number)",URY,Uruguay,2018,
26534,"Asia: Students from Indonesia, both sexes (number)",URY,Uruguay,2019,
26534,"Asia: Students from Indonesia, both sexes (number)",URY,Uruguay,2020,
26534,"Asia: Students from Indonesia, both sexes (number)",URY,Uruguay,2021,
26534,"Asia: Students from Indonesia, both sexes (number)",USA,United States of America,2017,8782.29205
26534,"Asia: Students from Indonesia, both sexes (number)",USA,United States of America,2018,8452.13687
26534,"Asia: Students from Indonesia, both sexes (number)",USA,United States of America,2019,
26534,"Asia: Students from Indonesia, both sexes (number)",USA,United States of America,2020,8038.8567
26534,"Asia: Students from Indonesia, both sexes (number)",USA,United States of America,2021,7445.48219
26534,"Asia: Students from Indonesia, both sexes (number)",UZB,Uzbekistan,2017,
26534,"Asia: Students from Indonesia, both sexes (number)",UZB,Uzbekistan,2018,
26534,"Asia: Students from Indonesia, both sexes (number)",UZB,Uzbekistan,2019,
26534,"Asia: Students from Indonesia, both sexes (number)",UZB,Uzbekistan,2021,6
26534,"Asia: Students from Indonesia, both sexes (number)",UZB,Uzbekistan,2022,3
26534,"Asia: Students from Indonesia, both sexes (number)",VCT,Saint Vincent and the Grenadines,2018,
26534,"Asia: Students from Indonesia, both sexes (number)",VGB,British Virgin Islands,2018,
26534,"Asia: Students from Indonesia, both sexes (number)",VGB,British Virgin Islands,2019,
26534,"Asia: Students from Indonesia, both sexes (number)",VGB,British Virgin Islands,2020,
26534,"Asia: Students from Indonesia, both sexes (number)",VGB,British Virgin Islands,2022,
26534,"Asia: Students from Indonesia, both sexes (number)",VNM,Viet Nam,2017,
26534,"Asia: Students from Indonesia, both sexes (number)",VNM,Viet Nam,2019,2
26534,"Asia: Students from Indonesia, both sexes (number)",VNM,Viet Nam,2020,1
26534,"Asia: Students from Indonesia, both sexes (number)",VNM,Viet Nam,2021,8
26534,"Asia: Students from Indonesia, both sexes (number)",VNM,Viet Nam,2022,8
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2017,
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2018,
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2019,
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2020,
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2021,
26534,"Asia: Students from Indonesia, both sexes (number)",WSM,Samoa,2022,
26534,"Asia: Students from Indonesia, both sexes (number)",ZAF,South Africa,2017,8
26534,"Asia: Students from Indonesia, both sexes (number)",ZAF,South Africa,2018,8
26534,"Asia: Students from Indonesia, both sexes (number)",ZAF,South Africa,2019,5
26534,"Asia: Students from Indonesia, both sexes (number)",ZAF,South Africa,2020,5
26534,"Asia: Students from Indonesia, both sexes (number)",ZAF,South Africa,2021,7
